ID	Chrom	Start	Stop	Name	Mature_ID	Strand	miRBase_Version	GLM_Intercept_Coef	GLM_Aligned_Reads_Coef	GLM_Protocol_Coef	GLM_Smoke_Former_Coef	GLM_Smoke_Never_Coef	GLM_Gender_Coef	GLM_Age_Coef	GLM_ILD_Coef	GLM_COPD_Coef	GLM_Intercept_Std_Error	GLM_Aligned_Reads_Std_Error	GLM_Protocol_Std_Error	GLM_Smoke_Former_Std_Error	GLM_Smoke_Never_Std_Error	GLM_Gender_Std_Error	GLM_Age_Std_Error	GLM_ILD_Std_Error	GLM_COPD_Std_Error	GLM_Intercept_Zvalue	GLM_Aligned_Reads_Zvalue	GLM_Protocol_Zvalue	GLM_Smoke_Former_Zvalue	GLM_Smoke_Never_Zvalue	GLM_Gender_Zvalue	GLM_Age_Zvalue	GLM_ILD_Zvalue	GLM_COPD_Zvalue	GLM_Intercept_Pvalue	GLM_Aligned_Reads_Pvalue	GLM_Protocol_Pvalue	GLM_Smoke_Former_Pvalue	GLM_Smoke_Never_Pvalue	GLM_Gender_Pvalue	GLM_Age_Pvalue	GLM_ILD_Pvalue	GLM_COPD_Pvalue	GLM_ANOVA_Pvalue	GLM_ANOVA_FDR	Mirna_Cluster
MI0015995_MIMAT0017981	MI0015995_MIMAT0017981	chr1	33798049	33798072	hsa-miR-3605-5p	MI0015995_MIMAT0017981	-	miRBase18_mature_miRNA	1.3350852441706	0.182780477408431	-0.381107955901817	-0.177036731377063	-0.189341096540715	-0.112420878912754	0.000361755180192372	0.103462914671208	0.0283603968768061	0.255981624488628	0.0145166235447685	0.173726749392	0.155076938959316	0.167076937313861	0.0634630542143845	0.00305902792798215	0.089833602225384	0.0914456617647881	5.21555110386415	12.5911150650664	-2.19372064023301	-1.14160578977838	-1.13325692692721	-1.77143820612518	0.118258214278873	1.15171730965023	0.310133868895315	1.83271522126887e-07	2.36311364111667e-36	0.0282554990575549	0.253617916332313	0.257106374305596	0.0764878599562936	0.905863065181962	0.249437256916747	0.756459157504413	0.43850947830199	0.545578219862261	NA
MI0015995_MIMAT0017982	MI0015995_MIMAT0017982	chr1	33798005	33798028	hsa-miR-3605-3p	MI0015995_MIMAT0017982	-	miRBase18_mature_miRNA	1.61936450385155	0.201385076320922	-2.13245534565939	-0.0262814765669351	0.1117529183806	-0.160031112179843	-0.00239155619950296	-0.00463562696761603	0.108274852026873	0.237922723262453	0.0137289494624481	0.171855973490335	0.144719920657451	0.155485674666515	0.0592433123405769	0.00282698864038843	0.0840881356474169	0.0858871665076299	6.80626247735586	14.6686443031754	-12.4083865247739	-0.181602342286676	0.71873449834068	-2.70125193641873	-0.845973048966464	-0.0551281929599831	1.26066392022904	1.00166889700503e-11	1.02369986424662e-48	2.35347656605345e-35	0.855894810538906	0.472304522996022	0.00690789896724477	0.397567779314998	0.956036335557472	0.207429958281585	0.222722727692564	0.323578302496744	NA
MI0000749_MIMAT0000692	MI0000749_MIMAT0000692	chr1	41220042	41220064	hsa-miR-30e-5p	MI0000749_MIMAT0000692	+	miRBase18_mature_miRNA	8.99690128327048	0.195853842997698	0.0449359709419295	0.0268210228972777	0.0939387695112147	0.0128282094267479	0.00140532643167905	-0.0729647514590099	0.00624250645734338	0.143326385389976	0.00848366729448455	0.104835210344438	0.0870069334992015	0.0937604438517672	0.0356836126831228	0.00171616307752487	0.0503775799877339	0.0515025214846687	62.7721215377815	23.0859881934583	0.428634337588407	0.308263052363797	1.00190192849054	0.359498617493268	0.818876976252093	-1.44835761219129	0.121207783180123	0	6.4027702107083e-118	0.668189352609733	0.757882177904353	0.316390961121147	0.719222111861881	0.412856607102583	0.147517062923818	0.903526459485875	0.125532891983711	0.206147616456662	NA
MI0000749_MIMAT0000693	MI0000749_MIMAT0000693	chr1	41220084	41220106	hsa-miR-30e-3p	MI0000749_MIMAT0000693	+	miRBase18_mature_miRNA	6.7767811011268	0.189473575924209	0.385688594115434	0.0239733689943854	0.081238148263627	0.0234169921239364	-0.000174487990083162	-0.00308011518978345	0.0104083945127221	0.130550850398569	0.00772318387813314	0.0953822673113908	0.07927104805222	0.0854163125857211	0.0324957514874277	0.0015628907828658	0.0458771410448416	0.0468995830593141	51.9091302771101	24.5330913926147	4.04360899554097	0.302422758162512	0.951084702726999	0.720617036137669	-0.111644391275513	-0.06713834209444	0.221929361281497	0	6.55391030864196e-133	5.26346701608018e-05	0.762329807976506	0.341561379499467	0.47114516925534	0.911105372876565	0.946471570163724	0.824368873416691	0.936128122779794	0.958252273392019	NA
MI0000736_MIMAT0004674	MI0000736_MIMAT0004674	chr1	41223010	41223032	hsa-miR-30c-1-3p	MI0000736_MIMAT0004674	+	miRBase18_mature_miRNA	2.91668636164881	0.187368119568205	-1.6206981542624	-0.0919240652289482	0.0153103437210838	-0.0366541367299009	-0.00266514771220072	0.0665501916783044	0.0594281295543064	0.171960485016178	0.0100543463660339	0.124127727517682	0.104378906923163	0.112282555696142	0.0427989743621149	0.00205494135463053	0.0606097313624218	0.0620360753661995	16.9613755240014	18.6355345983685	-13.0566972156284	-0.880676641848881	0.136355497309097	-0.856425586738981	-1.29694587448696	1.09801165889288	0.957960818821978	1.58588046375175e-64	1.6549265868718e-77	5.81983979198808e-39	0.378492862894256	0.891540253014157	0.391762416857849	0.194649810683554	0.272199398296348	0.338082516231499	0.52909831700312	0.624642476461946	NA
MI0000736_MIMAT0000244	MI0000736_MIMAT0000244	chr1	41222971	41222994	hsa-miR-30c-5p	MI0000736_MIMAT0000244	+	miRBase18_mature_miRNA	8.20896682405258	0.215262570205013	-0.946519293927122	-0.0523246258841439	0.0684200000378879	-0.0254380874423305	0.00159856780564997	-0.168557753372751	-0.04167258042287	0.163499904421678	0.00967757115340765	0.119585885717888	0.0992536196840024	0.106957244493591	0.0407061771130132	0.00195770979772988	0.0574675525951583	0.0587504430163151	50.2077775096496	22.2434500137171	-7.91497498425553	-0.52718103431121	0.63969486463339	-0.624919588290158	0.816549933756083	-2.93309434212711	-0.709315169100895	0	1.30524520386245e-109	2.4730281200007e-15	0.598067877803178	0.52237099474024	0.532023835392725	0.414185676600352	0.00335601896990345	0.478128917136293	0.00395939624128017	0.0114805924485655	NA
MI0017426_MIMAT0019943	MI0017426_MIMAT0019943	chr1	54519796	54519818	hsa-miR-4781-3p	MI0017426_MIMAT0019943	+	miRBase18_mature_miRNA	1.07640481082243	0.170346815670211	0.39059747791676	-0.126291570945476	-0.0107422880453608	-0.0751997650941901	-0.00214313898414278	-0.162965226661161	-0.0487464252705871	0.269900698513621	0.0148731047192173	0.1737949115148	0.166848904349027	0.178899420079616	0.0664090690019924	0.00319646028250101	0.0924711895211306	0.0930722369838781	3.98815125989052	11.4533460824833	2.24746210641212	-0.75692178763901	-0.0600465224570326	-1.13237192185203	-0.67047258364991	-1.76233513924812	-0.523748293264197	6.65902025426549e-05	2.26240454598173e-30	0.0246105097030311	0.449096721380408	0.952118581948409	0.257478104302589	0.502556577970394	0.0780126902068975	0.600453621305078	0.161448840361906	0.250998273217455	NA
MI0000103_MIMAT0004513	MI0000103_MIMAT0004513	chr1	65524159	65524181	hsa-miR-101-5p	MI0000103_MIMAT0004513	-	miRBase18_mature_miRNA	3.3987886753942	0.189437505292097	-0.602659762189988	0.069792318750271	0.143067370315828	0.156329349374594	-0.000958643903321116	-0.237364273220249	0.0519399079707669	0.180319987481522	0.0105779644717301	0.129725857246329	0.109940372729714	0.118352541313168	0.0447199096758642	0.00215180779029029	0.063125015692192	0.0643299370862232	18.8486519041185	17.9086917713113	-4.6456410077571	0.634819739258608	1.20882381340053	3.49574385341316	-0.445506289012827	-3.76022517566848	0.807398706159938	3.01426219356957e-79	1.00878795672052e-71	3.39022110224933e-06	0.525545987801153	0.226730540782946	0.000472742271708897	0.655953915933907	0.000169760481863011	0.419436812128002	1.4822277627502e-07	1.35155768366564e-06	4
MI0000103_MIMAT0000099	MI0000103_MIMAT0000099	chr1	65524124	65524145	hsa-miR-101-3p	MI0000103_MIMAT0000099	-	miRBase18_mature_miRNA	8.43037843567578	0.191722236840818	1.60905328211211	0.0223845548066155	0.0636172805530286	0.0535327492913204	0.00101939952649798	-0.183627997258327	-0.0160399273791186	0.185730172648525	0.0109935323537118	0.135848316290168	0.112748685679884	0.121500432986367	0.0462407397495851	0.00222389704736544	0.0652816293277464	0.0667388863618203	45.3904624943703	17.43954815179	11.8444845402075	0.198534951176015	0.523597150967904	1.15769664545215	0.45838431581427	-2.81285867324822	-0.240338553031275	0	4.13328796666646e-68	2.29827090670466e-32	0.842626541870401	0.600558763517664	0.246987853396444	0.646676357793473	0.00491032271830791	0.810067809711783	0.00212003680113071	0.00664789820445059	NA
MI0014130_MIMAT0014979	MI0014130_MIMAT0014979	chr1	67094167	67094188	hsa-miR-3117-3p	MI0014130_MIMAT0014979	+	miRBase18_mature_miRNA	1.4896096098321	0.171550953350874	-0.0681727030727743	0.113568442283489	0.0831670310617081	0.0712162247075526	-8.44501093358588e-05	-0.13306470649049	-0.148674692779451	0.25195314274612	0.0142501643741709	0.171072330197887	0.156350839658148	0.16754948834257	0.0615763227503798	0.00297165045794498	0.0860838136976463	0.0876650857754357	5.9122485776377	12.0385245283078	-0.398502218295126	0.726369250921836	0.496372933659251	1.15655208896204	-0.0284185877615834	-1.54575756782635	-1.69593962595667	3.37468729293269e-09	2.22906790020435e-33	0.690260023453431	0.467612436276106	0.619631317655199	0.24745540641984	0.977328299298144	0.122163128298394	0.0898973142883663	0.196547412321437	0.293550337799042	NA
MI0006397_MIMAT0005914	MI0006397_MIMAT0005914	chr1	68649258	68649280	hsa-miR-1262	MI0006397_MIMAT0005914	-	miRBase18_mature_miRNA	-0.684335042451698	0.135163710550673	1.84309959847905	0.153209896301875	0.164183724621876	-0.00375545714551924	0.0038608274088509	0.185556173124032	0.139358990911433	0.362438565306259	0.017042602708949	0.19292758498826	0.247714522112404	0.261301767863741	0.0788999166466958	0.00396780477574637	0.112587920757786	0.110453004014494	-1.8881407994578	7.93093125850427	9.55332332901592	0.618493800829139	0.628329941906445	-0.0475977327369777	0.973038651611747	1.6481001858381	1.2617039450837	0.0590070508557589	2.17508598035899e-15	1.25601157880792e-21	0.53624988293958	0.529787820891469	0.962036838997177	0.330534092428382	0.099332114195642	0.207055336809449	0.251104947848325	0.35369050581075	NA
MI0000483_MIMAT0000456	MI0000483_MIMAT0000456	chr1	71533363	71533385	hsa-miR-186-5p	MI0000483_MIMAT0000456	-	miRBase18_mature_miRNA	8.86251078479549	0.206174878810158	-2.45705546209397	-0.010121653321484	0.0593196488688197	-0.0447560090573632	0.00114233167127739	-0.056609933402933	0.0382814251571989	0.164338475179831	0.00972771777202166	0.120218782010857	0.0997601409473234	0.107504027182719	0.0409156434218156	0.00196777813251205	0.0577645940794937	0.0590548818816733	53.9283985390363	21.1945785889417	-20.438199597398	-0.101459893955328	0.551790015903286	-1.09386057053914	0.58051853123253	-0.98001092719579	0.648234725689612	0	1.07153561731751e-99	7.65099296022226e-93	0.919185393206366	0.581092228489998	0.274016134073454	0.561564993726113	0.327080724813013	0.516833145077077	0.143276620554406	0.226691091425122	NA
MI0016760_MIMAT0019232	MI0016760_MIMAT0019232	chr1	85599488	85599510	hsa-miR-4423-5p	MI0016760_MIMAT0019232	+	miRBase18_mature_miRNA	-0.0692885760659277	0.231713037157005	-1.25782185712706	0.172217337764254	0.328821671085772	-0.248585419305681	-0.00199074186313524	0.697887490156846	0.202300318240447	0.614661309710045	0.0355070775032667	0.433824296920021	0.37855296159032	0.405185462889767	0.151091954846925	0.0072570756069768	0.215826050829638	0.222229896706752	-0.112726431567026	6.525826777371	-2.89938084624834	0.454935914490698	0.81153373257922	-1.6452591374407	-0.274317365692233	3.23356465762199	0.910319994016811	0.910247445449022	6.76274423776413e-11	0.00373900428736128	0.649155344186132	0.41705922933301	0.0999163827240096	0.783840740300929	0.00122255658631631	0.362653777163115	0.00105888541426535	0.00352792111579755	2
MI0005567_MIMAT0004957	MI0005567_MIMAT0004957	chr1	94312435	94312455	hsa-miR-760	MI0005567_MIMAT0004957	+	miRBase18_mature_miRNA	0.421148989373828	0.139016135245254	0.0861340102554771	-0.0556303397455691	0.0600948215102308	-0.089337434922218	-0.00585115397866983	0.0779246099030344	0.157634386825567	0.343910735066077	0.0185181687929119	0.217334035841323	0.215072201367251	0.230205360513958	0.0838499120475486	0.00403733004761333	0.120079063543549	0.120683013462175	1.22458808764115	7.50701307455759	0.396320852010332	-0.258658903344633	0.261048749586294	-1.06544458712798	-1.44926322833793	0.648944183969036	1.30618537193699	0.220730458444904	6.0491687993485e-14	0.691868346311358	0.795898431013614	0.794054913479937	0.286674788899199	0.14726408596694	0.516374454349498	0.19148952611764	0.404087140416814	0.513720446247074	NA
MI0016761_MIMAT0018937	MI0016761_MIMAT0018937	chr1	95211435	95211455	hsa-miR-378g	MI0016761_MIMAT0018937	-	miRBase18_mature_miRNA	0.739418853137873	0.158508516757933	2.37511685985022	-0.46242561965471	-0.431911569420917	-0.0168987149587413	0.00249621616495463	0.133873343560433	0.178748225718309	0.279921554121987	0.0154116606126557	0.177357351638368	0.165095983273243	0.179363778347899	0.069270432953855	0.00339774683150131	0.0992367364038523	0.0991489154659094	2.64152167723262	10.2849732252584	13.3917023337893	-2.80095015327763	-2.40802002165214	-0.243952783866653	0.734668087042748	1.34903009119147	1.80282582899022	0.00825345253642764	8.23649640166186e-25	6.76130607024322e-41	0.00509523886965273	0.0160393013739693	0.807267388229352	0.462541660470061	0.177327301001771	0.0714155723982209	0.190899802253654	0.28634970338048	NA
MI0000239_MIMAT0000227	MI0000239_MIMAT0000227	chr1	110141561	110141583	hsa-miR-197-3p	MI0000239_MIMAT0000227	+	miRBase18_mature_miRNA	5.94014439709442	0.164605941129456	-1.18109293094625	-0.197711141370902	-0.0876216501160713	0.0722575362005028	0.0037958950404067	-0.0208132470280162	0.0688965948623709	0.19074943472056	0.0112867639613083	0.139452367467795	0.115769335446791	0.124754410991547	0.0474877860560195	0.0022841127171693	0.067047997253494	0.0685413166830677	31.1410851927109	14.5839801110164	-8.46950792154181	-1.70780233477088	-0.702353122584245	1.52160254671093	1.66186852858599	-0.310423098087864	1.00518341631729	6.6971590907088e-213	3.55190435297484e-48	2.46431858586525e-17	0.0876730257280427	0.482458971876804	0.128108699055268	0.0965391381105329	0.75623923137751	0.31480853905245	0.259932681055873	0.362316531014617	NA
MI0003776_MIMAT0005792	MI0003776_MIMAT0005792	chr1	117214408	117214430	hsa-miR-320b	MI0003776_MIMAT0005792	+	miRBase18_mature_miRNA	3.5567502474521	0.17854101210613	-0.623469896177913	0.0959306895749844	0.216105514672275	0.00512542502375547	-0.00126683980303353	0.111752274329291	0.117484988384331	0.164152733416967	0.00962123726633941	0.118125284673505	0.100159108622313	0.107722791836374	0.0406809931350616	0.00195696028862463	0.0575547249975921	0.0588299520208325	21.6673227025562	18.5569700822958	-5.27803931140707	0.95778298044491	2.00612619658548	0.125990656293443	-0.647350797252958	1.94166985132786	1.99702675845677	4.17326076330224e-104	7.16324352069963e-77	1.30573457400726e-07	0.338172203112393	0.044842785538861	0.899739320833915	0.517404932339239	0.0521770807335362	0.045822276263483	0.10596134736234	0.180420672535876	NA
MI0005767_MIMAT0004985	MI0005767_MIMAT0004985	chr1	117637276	117637298	hsa-miR-942	MI0005767_MIMAT0004985	+	miRBase18_mature_miRNA	0.524468422006262	0.181671483875878	-1.05005999682133	0.239893739384831	0.31957401054387	-0.0563573440660208	0.000991671044810822	-0.0331873744458886	0.258463501942349	0.346148836875132	0.0194967037660605	0.236987669107383	0.215230321557399	0.230781788997029	0.084021768029868	0.00404475259045606	0.120115805222751	0.121371763072463	1.51515292306314	9.31806145570759	-4.43086343174054	1.11459081438418	1.38474535591707	-0.670746943172952	0.245174710352063	-0.276294817191989	2.12951921764568	0.129733681832438	1.18485236740789e-20	9.38565190305196e-06	0.265025808405123	0.166130345037846	0.502381752302765	0.806321157107235	0.782321636328676	0.0332113266363694	0.0078241072084233	0.020156528979321	3
MI0005545_MIMAT0004929	MI0005545_MIMAT0004929	chr1	154166188	154166209	hsa-miR-190b	MI0005545_MIMAT0004929	-	miRBase18_mature_miRNA	2.41226726446637	0.207697260785003	-0.943795577691554	0.437917463087684	0.545127871002658	-0.215560651582829	-0.00522866140739891	0.532033484538711	0.200874792778558	0.46635620807793	0.0274727354029362	0.338820538415821	0.284448486255075	0.306071949524098	0.115744841639993	0.00556439017827401	0.16368675892946	0.167490419044489	5.17258529570872	7.560123072521	-2.78553237092514	1.5395317052065	1.78104485514031	-1.86237804232605	-0.939664768264105	3.25031473540257	1.19932109504843	2.30877048801229e-07	4.02688160786785e-14	0.00534399038410245	0.123674543822147	0.0749051232979439	0.0625498219620121	0.347389542404335	0.0011527735112968	0.230403115604032	0.00258361952463038	0.00785284355512654	2
MI0003560_MIMAT0004792	MI0003560_MIMAT0004792	chr1	155164986	155165008	hsa-miR-92b-5p	MI0003560_MIMAT0004792	+	miRBase18_mature_miRNA	-0.0324563319402908	0.260734359126369	-0.546134663666016	0.172729519896912	0.159711086775299	-0.18753864042725	0.00886005541090895	0.590137033709872	0.152778542518364	0.416079428818706	0.0238015723417841	0.288611275034687	0.255632255829081	0.273884240338126	0.101436745937083	0.00490228250500423	0.144605329970266	0.148260649677346	-0.0780051348186998	10.9545014666382	-1.89228457412268	0.675695323881198	0.583133540572201	-1.84882350764262	1.80733268673616	4.08101854773414	1.03047263620422	0.93782396844632	6.32255377467864e-28	0.0584530751165662	0.499234105472671	0.559803406281072	0.0644833017665873	0.0707104224629757	4.48387764088091e-05	0.302788191135767	1.45436698977264e-05	7.41085532288557e-05	2
